distance,load,congestion,shelf_level,fragility,picking_time
31.0666754567736,61.91753482634669,0,1,0.9100616122902088,130.62562689867443
38.86284063519735,77.62048403919192,1,4,0.7218839999938028,180.96006097093027
16.40388753483532,75.33990614332451,4,2,0.709888579177671,115.79327091364212
17.966089711220413,19.947357047648232,2,4,0.4931546328414529,77.82883270852437
21.43445339465328,99.95194993660202,2,1,0.07783486536056072,138.34325345198792
11.63149756795,94.77007538038558,2,1,0.9990290440445977,104.15505984491121
9.547252686741508,90.69327665757245,1,4,0.015555381228009368,89.8514649492744
21.64967241790768,66.00602205481661,4,2,0.4953973993856732,116.98158938248464
12.941827216780943,57.051219819908276,0,1,0.3671343126878598,72.82050186592848
28.44348981388786,58.265072549350144,3,4,0.776132358690223,135.5232939193324
20.300317160531577,11.34432498054092,5,4,0.735780363808613,90.45263353083891
34.14373686202431,54.95225517508986,5,5,0.6280497074703888,164.46139028838243
29.50927857007872,66.13926108939279,2,3,0.0747385426223729,147.350001198464
15.932832448371437,69.28355878974537,5,3,0.23684944774097727,115.32821657317825
34.12909304883203,39.89255185461817,1,4,0.09415842983140399,133.06710163597606
33.166752512388065,52.415411526419454,1,4,0.9789763617159523,131.10210087416712
18.561743266056105,67.26795459963171,2,4,0.12778289578864277,116.11224535387602
15.091483637558543,48.54749592476635,0,2,0.9671927243174235,79.39852638853559
28.887342639124142,96.59216790851727,1,5,0.1127121724430784,164.0248375068021
9.891336926325843,73.48978988668003,5,4,0.86223034412311,110.26097312386918
11.996787086628792,10.114637162580145,4,5,0.5746301747778094,68.96709512690065
5.257679441285193,12.09515333340277,1,3,0.831725658603067,46.58459857907103
32.542353212574845,72.1270183121537,1,3,0.634033958232348,149.3153483499752
28.269779980721125,47.138058779095246,2,5,0.7688371671051085,122.47183844095652
29.68078825192173,85.55238542910396,0,4,0.7308116004642436,144.68426640305833
32.325516085768875,25.571386853763585,0,4,0.26018697688922476,109.08452740762503
21.0620521438419,11.244422264706268,5,5,0.9350482925037096,103.0483108714916
24.90594185835128,44.92741151023411,4,2,0.6436461042246576,116.69031946892574
9.89289493446801,76.2457693876704,4,1,0.20208411857530173,93.80910698329717
9.00855257375907,97.45549600398117,1,1,0.3060420302873389,84.21944344277217
28.39410366266651,89.52884914159499,5,3,0.5330510071855157,171.07032335465934
21.48836721500964,53.5667150743425,1,5,0.8818267344941542,113.63400299637487
24.78326372684161,83.15355548767299,5,5,0.7967531199960444,157.67928264081965
31.774960009560896,16.329741208085267,3,1,0.30204800671000087,89.61368579979255
27.21514120002068,61.5045112826395,1,1,0.6884863122740802,123.19231496115762
24.375279023029854,93.18685717130231,4,4,0.001656830075574267,157.54309385276585
24.572250626089474,45.6746632741666,2,2,0.3326410474909488,104.63979174657257
15.638253432191426,96.40905666968041,1,3,0.8395952241668233,110.12116462209642
6.078624209877879,29.861658705619476,4,1,0.1512011979058151,50.051533375328674
20.285108623132682,19.507042858005416,4,1,0.35339526382156206,84.57052491959179
12.510463548683521,57.228610247353096,3,3,0.001043317070859695,83.48250068509266
19.298502530362263,91.65221847831019,2,4,0.023132726206297027,133.3311811214862
34.869107564385814,38.01512968702698,1,5,0.14601899100266524,127.83110645223405
13.187882005286927,82.01442874590572,2,3,0.10186305529855477,96.86447207426097
7.040595959117311,25.227753929225287,5,4,0.4897293437319945,73.30823480735893
14.848436220769878,77.10133564008456,2,5,0.9000043660908812,108.80584003197247
15.275781521833927,60.13242472486879,5,3,0.08464170640283919,106.89604943493632
28.167078015441326,25.7515277854935,0,2,0.869836869516342,91.09600216232502
24.496125331944743,74.62785244938478,0,5,0.6681578383234967,136.4866149735683
32.43643731872447,74.23805021107846,1,1,0.16889487542835746,149.40740932493026
28.250973911458566,56.38917062290963,0,2,0.2897364942035021,114.22973238499095
19.22354015040247,30.292087387840716,5,1,0.19418348255588735,100.39898268354943
33.49071346331121,21.90645030204969,2,4,0.7892984567555943,116.35672559918187
10.844052196769637,96.15295436138103,0,2,0.7251003562718127,90.06999796305726
5.794922559685117,69.02312844332397,3,2,0.30440934632766703,69.35505865322389
8.151675127147461,82.83173352160456,5,4,0.05433432959455675,96.45469358888725
30.28257727087576,72.72734761452173,5,2,0.16874075997246774,155.01278106570263
21.16570305879856,84.652629867306,0,2,0.6298763613261843,119.31484734260243
10.644512266176063,24.624173777403108,4,3,0.09037280641180334,67.7253424612473
22.536567128617722,54.725520209234,2,1,0.5364655008424107,105.93956307579118
10.330923594960895,70.0412293452064,5,5,0.6129290121755426,107.22830921227589
29.37121312772076,19.305090990569617,3,5,0.6877536084678801,116.79606539432052
20.615469645091075,23.49612543955675,4,4,0.12535574501558233,96.86272336491422
18.335742913376887,67.05843348258519,5,1,0.4597058808597849,118.92329923281247
15.552923120175679,88.1835223828438,5,3,0.4633966219229737,127.63995720207112
27.059890759161096,69.43745610474379,0,2,0.8352825969680435,131.4152667631149
17.663441369368662,13.258433211046807,4,1,0.4687170097023414,79.21172073373275
8.067747176063534,97.33896253812907,0,5,0.40679576040996257,84.19179850807973
9.130206574218036,22.555621081562055,5,3,0.12346044905060405,72.5105635947964
38.66641825923301,30.930601019724076,3,4,0.6944643511208031,129.44349746445945
36.800324174766246,97.74705537142518,1,4,0.6197894813465856,193.40031518334388
29.489749683376235,79.39296969880374,1,2,0.7169498503808445,141.7910066834081
14.305448651083186,94.29190123406559,5,2,0.6562832549671817,127.58289965992424
38.921173207170334,82.59577235272268,3,5,0.8752838277168612,191.9104501788206
32.25628163880281,68.656102750288,1,5,0.877346106273028,154.16337187625803
30.091156620564846,35.60976989767054,4,3,0.3076832576878654,123.13943596957851
20.727652575032604,39.41932975295728,4,3,0.18241205908695113,99.10973077007009
14.528454664580565,95.25439657399328,0,1,0.9264775012975566,99.63718186061793
8.373683675372476,87.45630545400802,1,2,0.713039905582938,91.06640539995088
36.59108387903446,42.354140359809385,5,1,0.9709774002148238,137.60033676961694
20.952170144176385,43.59406758586334,2,5,0.4969557036007429,104.47630670188641
12.08271776783306,36.79249512482963,0,5,0.9622433565929096,63.278866613390626
15.708481845272837,39.35171283625036,3,1,0.1227187939033837,89.81915204797922
25.27268491296636,87.4600719659907,5,2,0.5903645620131676,163.10809490570043
11.187047402873109,10.945617093086216,3,2,0.49673530546622824,60.484450491237745
34.981499943233146,49.244735899857226,5,5,0.0026449214853327963,160.74380553458366
31.54818354423235,94.8555710675117,0,3,0.1928987146789487,163.04859814469188
30.181203458282788,58.837271966452796,4,1,0.15347215122333457,140.50690328281664
20.12325639212863,50.54012111295132,3,3,0.06080928846155387,102.68577371686143
26.95580942458551,38.113282422962925,5,1,0.9481490755780425,120.78406514115417
25.443428911945745,16.652136687571346,3,4,0.9653671847711581,95.4958365906311
27.7446310544187,30.20378302247616,4,5,0.8917499966067187,120.45686338344629
7.955551239896118,18.141256894318413,0,1,0.988880871473918,31.28661687977231
19.553259075971337,21.40294867438854,0,5,0.8306642173676764,81.23860253460033
6.456496085166236,24.716488971364285,4,4,0.9321810701016938,75.49651285961454
22.289678673558164,37.18264888758506,0,1,0.19763112953357265,80.85478325103252
16.545142431647484,10.991501199598192,5,2,0.25688385934068036,85.60761411082566
10.058346610311641,95.5129497033923,0,1,0.8620660991971364,83.28453310762653
8.619103870289308,21.14371834092771,4,5,0.47946372896260714,66.68590363263093
25.567560026219923,44.48339851236283,2,4,0.7169724272834446,112.72842604148202
10.970753898791013,89.15748037433025,3,2,0.5619090919649234,100.40282629990831
37.3792041431879,19.591117317168603,3,3,0.3056387401023828,114.73711017595554
25.337139889513825,53.52438265787087,2,2,0.28483484779205726,118.67089521698003
17.140443158719297,86.03052377872562,2,3,0.7481796015940986,115.5195720998826
25.682042201849587,60.12663616307261,3,4,0.5320951130292901,126.53885646775339
5.7981354860394125,28.930923588048405,4,1,0.35938568062279885,57.452393880263344
38.54957246345059,76.19585782713231,4,4,0.6170396985239665,186.02967968962076
21.88062029300151,71.3206956580757,2,5,0.41993758459039243,124.48171498605439
32.39573295376002,42.59673158922318,2,5,0.4750748432474201,130.02566683424402
7.89554999728535,14.166564542323762,0,1,0.6779097013480755,30.842240450463446
22.033041579335613,10.70782209064845,4,3,0.4579652019706495,95.13616903745408
22.17474480240823,84.28535948144544,1,2,0.9499406128577493,131.83752796075538
37.8239259241244,38.940162540316166,2,4,0.48519263331218954,134.21949903394307
25.01048183316264,22.399290874531417,5,2,0.9618228205224454,107.48754765281255
21.572129036993385,56.66961035466839,4,2,0.847688154677447,123.34888262796989
14.344148208216275,92.87499661525811,2,1,0.8909273618173369,109.90563924183353
16.60491490698933,10.763277807015793,2,3,0.7632753297704018,78.13259666574747
23.223534086503822,15.052918660877303,1,3,0.6045256409640548,77.72654319320304
20.361901110676634,47.53404393265651,3,3,0.5326676608744666,112.02580757543448
5.756422795811565,70.8369316079557,0,2,0.551655120934923,50.93454145017914
33.920217346802524,52.84904128903452,5,4,0.20145474127643004,149.9224841846102
36.36562701439183,90.77935946188641,5,4,0.21439487288964587,209.5718268378529
9.908718114951377,13.967609998373032,1,1,0.03416182824474967,42.28037722870917
24.39126502386673,40.61267826793692,1,2,0.7455603024785848,93.9832814372339
8.800150939740524,41.62131004498487,3,4,0.12486350596333085,71.22521816706559
28.52840325639341,40.61145033877075,3,1,0.582149131326894,123.208907120712
14.843182434365291,53.891732091105155,3,2,0.13792309845655348,87.60660247608294
28.07979221421656,81.15193406751494,0,5,0.06654673145358425,141.50383281557387
30.444811500040892,38.609435476253566,4,3,0.5335943685477263,119.04543937803601
31.902662217117996,77.00348859689824,0,3,0.873095892789202,146.66038723372108
8.77093310845638,23.181892415116426,2,4,0.3560144351034059,63.52548983654407
37.060414579816275,60.46523700705552,4,2,0.9192275088126552,161.81600018958744
13.057489681320828,43.75792230989906,5,5,0.01030713817054807,89.63517155040903
6.3094394661662925,58.52897220660135,3,1,0.4657390083730679,63.05349370698307
24.419836428701917,19.69747753350245,0,3,0.14676444108525577,74.95554021414135
17.982279935185357,95.81165620848176,4,3,0.3157804886681731,139.57927855030346
34.042641009634465,91.55927051216001,0,2,0.023731728199730018,166.29775261688755
33.288801522250566,84.37566738615661,1,4,0.03534748720199754,166.85535113550188
16.099861248795037,90.35045410492467,0,1,0.71281368701095,103.1685938158349
38.35147882744107,23.20190831633375,5,4,0.654540077531862,134.39081201103775
15.182124334904152,55.334959571769936,2,4,0.20833545131116782,88.67772477370082
23.02699952311001,38.61182428808711,3,4,0.9011489774580169,111.81238123125654
13.958778169866097,89.86473471737428,4,2,0.6879769360319868,124.82440330379904
37.76152495171372,27.04939142495198,5,1,0.33617310023172053,128.37663544025568
10.761273615370635,29.79508196277751,5,3,0.40765317871211515,74.902551689307
6.571871678731514,71.80430107195097,0,5,0.29255579693151923,60.13219405858701
20.228397100106328,18.000969317890135,2,4,0.8305982117038992,87.27272274823966
39.7331447419543,75.91304592249757,2,2,0.49395993429793195,178.16670295832722
36.20870431892199,34.13145594827101,4,3,0.13530758805525323,138.0670196775241
31.20128068099322,69.48418287404326,2,2,0.201713745617789,142.69887344668916
36.177737180748366,88.57340077245944,1,4,0.2965790733876893,181.68198167186654
36.27063238942522,64.86502359114915,4,3,0.40315317462767974,166.57511601137136
23.160042613525718,29.141535995749813,2,3,0.5926399017592024,86.77969438738816
16.057516814077758,14.424897298529494,4,1,0.9641649801570359,81.33287855224789
32.02043512388458,14.015257452555929,2,4,0.26192864377240466,99.5021993992796
28.158144210871637,17.99306938126071,2,3,0.328403565707577,92.9378672783014
18.078020510579854,62.18361212227443,0,1,0.023952000496322956,90.09705087153368
8.306333382153035,41.33960686365861,0,1,0.37255195504867966,42.70534488885715
31.13763639721591,31.879627965630835,0,4,0.6750774662346926,108.402160827125
14.186118057300265,29.73759020174721,1,4,0.9630612112504998,69.73202741487431
37.78846026868227,95.37233787127892,2,3,0.7401895288534429,195.1056677875093
13.433970125198966,20.693491830286696,0,4,0.11799651266278077,63.04033151362088
9.296527634402011,37.43329696953892,0,4,0.8900386022676331,62.09909697615181
34.088943524371714,52.43295358172738,5,4,0.8386791288805627,157.51808297799207
10.364951081857292,10.040457346682988,5,2,0.18902244395724155,65.58297167493818
11.274390785520868,92.8857868728152,1,3,0.9343428764847157,83.7487264538683
25.978397703229522,18.91887316840935,5,5,0.7140990444752396,107.56540860281342
35.609671429311256,71.42235406175553,0,2,0.7828173390829324,153.1359835438542
11.875213300010063,66.59789294462395,0,4,0.4591396641676112,75.97010376443734
15.861328551503316,82.81574695942635,2,5,0.20068369109666906,106.83668989462794
32.209169338441214,68.62489575059372,1,3,0.7991052145387683,149.13043740085118
39.01392491213386,79.24486754943815,0,3,0.47744274477464566,178.20725551647723
22.525941517081982,47.912374790967476,5,1,0.9674303460867035,116.09789179309594
10.036412589293777,53.98340450964609,5,3,0.15333451907836004,93.61524624994375
5.487770069787054,73.14958919479774,1,1,0.35540351392619707,63.4620007543205
13.037961049959934,61.1584048949546,1,1,0.7355470488013235,75.71526732445105
9.613777622528236,56.03846952400479,4,3,0.5722816165052852,82.0018013636984
28.71805357645001,28.50025654490944,5,2,0.4332750737411629,127.16020424065532
9.26413766199859,33.22974347257379,1,2,0.7016105371732275,51.42101025771207
22.721547606722154,42.26475169534542,4,2,0.7333510618875119,108.96482478923609
29.299185247501025,10.835594688115286,0,3,0.577299013160008,91.10692530165184
25.339081322731584,47.562710462221325,3,4,0.319103398419019,117.12803854754618
11.992147808102017,10.249162818752154,5,3,0.6187594539620702,80.15405956459672
33.14435841637919,60.851389232920305,2,5,0.5452425005217921,144.80780258198678
30.039249536553058,73.3625892075114,3,3,0.7976560012015013,155.4482297593593
30.86444013704396,60.59337684536138,4,5,0.6534578452941441,159.34641385881892
9.587021304505964,72.41679758843884,3,5,0.4967717474821157,89.97200258221864
9.331383127762061,10.001185170058672,4,3,0.018704705221263107,60.64731991654347
37.46468928522777,15.34977759558786,5,4,0.16694031886839755,129.22682871860238
18.91523678387292,72.86161967879997,0,3,0.3365942922527255,99.15323842278048
15.53320421233289,82.26101331610936,5,5,0.6013786256000327,139.80044534256214
22.100441587303667,74.5931413800455,5,4,0.7923587519466777,148.8952558273074
28.200247446725385,69.67110182981965,5,2,0.9599541179271593,152.95819080426133
38.44681399664395,73.6644397430404,2,2,0.5998053941540261,171.23223377887186
15.025617940871925,76.56309332165492,3,5,0.7288439953813121,123.49019454408179
37.36829502592095,75.19397485308123,2,3,0.6214412049633365,171.0481135648622
5.870082198518971,76.42076299195058,5,4,0.4302777227200989,86.48623612678668
24.431931481438863,16.661773667366276,2,4,0.6096766866778844,95.21610697333826
27.18912890883798,15.694439634516224,1,1,0.40067297437486615,75.01364774000675
8.706409131276365,42.50079489064951,4,2,0.45363938783015667,73.53948395833768
9.911885897236942,57.483704309391605,0,5,0.9110038882574208,73.05678869413484
19.669001176070633,78.63571485295549,2,2,0.5638596620282463,115.43321950672996
38.81811692501136,40.123703691191125,1,5,0.10041094391261407,128.6105535721436
25.86148936320305,34.76053689702714,2,2,0.5237656745267855,102.98055303569726
37.65581275600739,80.33034773066765,2,5,0.9532602148983514,187.8787721176948
33.152632046453974,32.44031663085955,0,3,0.10004286825919728,103.40296783357964
21.358356054435202,83.8757239133017,5,1,0.9711873081218005,136.9561252043865
32.46672072382656,25.942019474803473,2,2,0.9876403503981414,116.98405877798622
5.624287439194571,42.35261705852291,2,5,0.5607131662641393,64.07678755358502
8.820039886800723,46.09680484837513,0,2,0.3324387294612199,53.67340915709229
34.03000152089577,36.95594025768786,5,2,0.008634673837892848,140.356488944865
32.88859809138066,10.302122249831138,5,1,0.015505009487129295,106.89707268561634
13.14242596882518,31.195833203912308,2,4,0.3880954014612751,82.61516225183782
23.576935670966872,40.38882029909863,2,5,0.7830717939354036,112.17129497560583
26.210553724500382,38.22624050739965,2,5,0.9423735225320612,106.99769314870589
35.370863382160394,80.69999468294864,5,5,0.15477830512061974,186.13574794314377
26.108750506855397,14.26309862828257,1,5,0.4877526053857767,84.13745519469224
19.440004924578812,45.00538296897167,4,5,0.5017256346832102,112.33991548400033
18.096441519251393,13.376391002149713,5,3,0.3803033753956985,85.3464142289099
19.905873023072846,93.75828095161084,4,5,0.5399560662834777,140.54777608407477
27.817585895299096,81.11884933279867,5,4,0.9250222318078987,170.24006589665836
35.362172111331375,98.39454393142121,5,1,0.4385291505173182,205.36048662598665
20.88639087267049,91.91444785264167,0,1,0.1377797280913735,118.20917345488766
13.674384703297534,38.4231494904476,1,1,0.6654495674566734,70.29636798262602
13.28318270491534,72.24250710975222,0,2,0.031374524533401615,76.97464195385211
31.110499808520625,37.58986787305676,3,3,0.940115264491655,122.90403944028172
33.57990671983686,89.93900691366616,2,4,0.9398876560903239,176.53564974790572
8.684732794894373,46.967758297060726,0,3,0.09214260358293058,59.33242878896058
7.329559993431236,43.82987877138089,3,2,0.5508868458403816,67.25813369180474
25.805178231475814,92.266186981,0,4,0.7973903684125478,142.88547476945854
10.116063546744439,85.30662588578689,2,5,0.46457847974601874,93.61470465364711
33.86324666597194,96.97721980278715,2,2,0.47877163455092275,171.07538661823426
15.861713587342605,15.983927701700217,5,2,0.9702000035056308,92.32672978615119
10.035517653989992,31.90049902349739,4,5,0.23050809297977504,67.06179900123777
37.23396653706076,37.07719730803411,3,5,0.5263101888976166,143.32096853764276
10.793610295734736,48.19168548592859,4,2,0.11496816146754973,81.58264019403691
14.965202881827745,52.58170413536824,1,3,0.30244015027883964,82.32287132304104
10.376468831722052,36.232518526006416,1,3,0.8509044274892407,64.01299779199996
9.042152228287424,81.14053808305256,4,4,0.7164486574775395,95.20043725964351
5.740180571775401,30.09197300365508,4,5,0.6120037868956673,70.15570763474334
6.9388393207491035,72.68655819692017,0,1,0.11388856494806043,52.189383323566254
11.112451482754844,86.65914840328877,1,3,0.8506985495370184,93.99069122004991
6.868367641951139,64.33284152436278,1,2,0.298109297217625,59.206049323123885
25.690033563883993,41.874303330353875,0,4,0.5349828439508179,99.95011848801227
28.825008437982724,26.91021179769862,3,3,0.23347469843014057,106.1747933869855
18.777065989120988,22.09115749633264,0,4,0.5207365685692255,70.83819164002703
16.12968839332173,76.97572652341555,5,5,0.5621395348390664,129.71470423563025
22.658418295778052,52.22187978251644,3,4,0.34046844175630486,116.60399084396312
35.625172978211296,14.168759605063087,4,5,0.5059216469595909,123.93399971520276
34.78960693877721,98.54555562483583,2,5,0.406052375848003,196.60786094479857
6.521627170447718,70.4172864690091,5,4,0.6974954101862525,91.20336184049665
11.352444335878342,85.97642962842795,1,2,0.5438913331614629,93.05660975812886
13.286070488653861,49.43698041853103,3,2,0.8780761003092281,97.43188864657256
13.728565154127415,95.98947587272224,0,2,0.04964195752039402,89.93755976793999
24.993142810997046,27.957251883171455,4,4,0.026638658667017756,112.63392540831015
19.569184899611727,26.66225106449345,3,5,0.18854935269555206,99.9159362076538
6.723894197465789,90.1301261293323,1,2,0.11857657592768178,74.77378792738453
18.076494846085005,90.25453576051554,4,3,0.5258957727962887,142.78382009963372
23.331353205117303,54.9117536949138,5,3,0.20013405158598474,136.93225387657193
8.558516601630059,21.32077198185808,0,4,0.016048624660417454,44.095457802811026
34.17104938259959,37.46948123829448,5,5,0.28262205542809105,142.3683185574941
6.818665326278649,77.8737104231021,4,3,0.5092030377406366,88.83618443454844
37.36946541563217,86.1392717201173,2,2,0.714255148052622,179.5404337501818
8.468959955295642,41.28892729703354,3,2,0.4383948068849288,81.18165956407478
34.52512330592135,15.511031363518105,4,3,0.9627143283769121,120.38616770524288
36.59286003746659,69.91540134155025,2,3,0.19945266227037373,163.5557282341387
39.284973820530745,76.55473372944641,3,1,0.5140619843423949,173.70911400465292
33.07090580957578,48.16132082773233,0,5,0.25318372925503285,127.60889474076741
32.28171392699652,62.47878504560824,5,5,0.806667908684503,159.2281781110108
27.486914659844167,98.8634347771675,5,2,0.18775846107212646,178.18372382760523
32.26487241023452,32.049873942369345,1,5,0.9616010875261423,104.4544790418779
9.709327294460149,61.56799244193258,2,2,0.7166064956222719,84.1641503547761
23.762381258167306,64.98643722063782,1,3,0.556865081143555,116.33798089982484
22.997800456664507,59.41964764220168,2,1,0.5323480706677093,104.46070178300907
35.015025044289516,88.22166021494162,1,4,0.3624702358980706,174.58657564272906
21.197977795773056,64.45067787299047,5,3,0.0210260601660045,128.5434012287057
18.478132363512373,55.7101020152161,4,2,0.915123765919971,110.78657476408733
27.384714493298855,21.071352399505585,5,2,0.7949373361755413,117.40980821915662
14.326216112529613,73.2888279364083,4,5,0.13485808239841401,114.18810391103024
9.89189438338849,21.889662534523033,4,4,0.1220796061927556,73.67841694999053
21.725704590831104,12.391290402780129,0,1,0.30810067184861556,62.66961819620121
19.591127900820975,53.9678046757116,4,1,0.7631394040991135,112.56437088057542
13.139947918510579,61.52007449329591,4,1,0.5031650301867744,88.64718226442967
17.86291335402948,99.9148655236492,0,2,0.6542098833633946,118.66108111218344
17.82373574391866,74.10941150097578,0,4,0.006194279996998842,97.9005151403413
16.46234475443909,86.37312882048195,4,1,0.9237045481763261,129.26671236115453
18.281242790442512,41.174923512767975,2,2,0.1656858129544444,88.25477903844214
29.00101709095809,55.802321432197076,1,1,0.318901275328512,123.61640736254645
15.390676609994985,97.684209159567,2,4,0.9471505651926528,123.17570732108545
38.21002743503691,47.564969692849864,5,5,0.7328935352402057,174.4747950616435
37.07218068383623,82.65613823221454,2,3,0.5110667054564781,171.44625473907027
21.83186499050275,57.33902059700465,2,5,0.8629160143034047,116.87292741278493
16.492642175164107,30.15656663770577,2,4,0.061262306715770154,75.11633787031316
23.74021764405011,62.23767734897945,0,4,0.07629283294386646,101.09458965973657
34.69961710707686,29.625582553328936,0,2,0.15516091883403937,100.43491158950442
27.84055691960357,10.2724290888167,2,5,0.2645710331697555,96.88290057244984
33.15371397814771,31.230641392600894,0,4,0.7090296679501309,109.92063846972593
23.645279662300908,27.382944911958134,4,1,0.5324176291160967,98.86031852564945
27.152117024366724,43.382905947949034,2,1,0.42604458331483996,114.25985681042906
15.08544649638616,89.97372134283593,3,5,0.7825884909340046,122.9935003942834
30.721260680860176,44.90677662388082,2,2,0.3171605983617457,124.9056984788845
12.084160759400142,86.0668864741892,4,3,0.08545745889630463,109.13369450563381
29.317934508647436,60.00517181184232,2,4,0.39676638331713243,138.88375406535678
35.12516739140629,10.685323380031024,0,4,0.7664112735561063,91.66715193294277
9.623599305554038,26.98630416128936,2,1,0.47408571517154974,62.2058857221299
26.503290918967192,93.81502406872328,1,4,0.977147932497035,147.84172062252566
8.328351188047712,64.37561015779467,3,5,0.856127303583627,85.24070470868902
30.40004698949994,93.65921727150466,3,2,0.7909538584492458,177.7154047024475
7.957262658823208,37.91080182731076,2,3,0.7731805997383453,62.19515511705747
37.75789379452191,74.49061404544686,2,2,0.5811240695033141,168.9562035704489
9.809277551323076,79.48226439075339,3,4,0.9011497021105285,107.63449510211593
38.560808606817815,97.812964246263,4,1,0.5898721125502232,213.6750394489456
33.03094616297838,11.635883485206463,5,3,0.37253650678578965,113.3492611057624
25.778870156322395,95.70134936109216,5,3,0.19590137339271807,162.98800803940276
32.39184366203414,45.24311958437486,0,4,0.8130949130016315,111.97305993961972
32.829019364408005,85.41931651703803,3,3,0.3711372998930085,176.4080169442204
38.11094719860656,59.024162639897554,0,5,0.7909032343899806,158.92745748705858
13.868417384371552,60.81845887300289,2,5,0.9830028202072865,98.93805311319295
25.652656337540822,42.34400993678051,4,2,0.3987065985080763,109.27888033666743
8.326721914754042,84.56253313403778,3,1,0.3407412710801251,85.82319066506085
26.565799500844246,33.761221375405,4,3,0.1700927858051695,111.52945868013373
10.995195643247609,54.301724756074584,5,3,0.4753516011377865,94.40568821940293
24.773271401535464,60.415704889072785,5,4,0.6540184621162676,149.83314811580772
25.03506799118474,76.82689840847395,4,3,0.3127867371308164,149.56365639198788
21.309480354342956,52.44718033373833,4,3,0.4856656089693636,119.8082210635395
23.292112142959297,71.22546089555445,4,1,0.5370727985015449,132.5726188929634
31.737318650230577,53.676468671317785,1,4,0.27523734143257017,133.37797924349798
32.97356507792233,69.33885732627351,1,2,0.023511440640559655,140.89461118003055
22.22536254514002,70.67291285873333,2,2,0.21562391753424215,122.64441231287935
25.98577045329143,73.84974044763194,4,3,0.8031496363123867,147.10607367016493
37.59326824915357,84.09698144742934,2,1,0.27806234313197276,173.38998737638371
9.190675597539299,58.66503048639256,0,3,0.013821932733225961,67.44155616128262
9.098624806503867,27.395034748290396,4,2,0.4249486566852003,56.491459810902796
8.069815416876894,71.16767574571497,4,2,0.6824712412886437,83.53554214875122
28.025214976418475,16.94062751429457,3,2,0.7524094396386135,101.09694331847089
19.65129052766328,29.705952021506562,5,1,0.4138983400186267,103.50759055800572
32.10124956496451,81.29417757983192,4,5,0.5718583914867275,178.8039086825549
28.49309946580074,49.15631298970594,5,2,0.7455082515279067,133.53280235676846
16.677321541488336,54.82397508860954,1,5,0.8892415023506486,96.04093284645785
36.44282915765375,98.8657226635177,0,5,0.639899235892585,189.88635756898287
31.68862514747283,31.16552372640261,2,3,0.6908627678169704,122.62535799228748
14.46872293185615,11.75974745823411,4,5,0.0986751278287924,80.94928026518382
17.74672062202189,20.02353485660597,5,2,0.4204502876844305,93.31751557580776
16.0053993071492,32.00516736947466,0,1,0.8889588498559174,67.53798353520149
10.516407701874988,75.33280219568223,5,5,0.16072005594491157,100.26664776765482
10.172418038976708,79.82398287862857,2,4,0.3099594211347093,83.25922051596014
37.76446121815104,60.894005861270244,4,4,0.677963564409135,169.66316435104744
20.326641301956364,32.95417588283452,4,5,0.9020739639824542,109.66227572509725
